Source,Project,Address,Price,Size_sqft,PSF
EdgeProp,TAHIR BUILDING,"$114,000, TAHIR BUILDING, 12 Malls nearby",114000,13586,8.39
EdgeProp,TAHIR BUILDING,"$57,000, TAHIR BUILDING, Less than 30 mins to City Centre",57000,6793,8.39
EdgeProp,FAR EAST SQUARE,"$8,594, FAR EAST SQUARE, 8 MRT/LRTs Currently nearby",8594,1023,8.4
99co,READY TO MOVE,"READY TO MOVE, S$ 16,000/mo, S$ 8.4 psf",16000,1905,8.4
99co,"S$ 16,000/mo","S$ 16,000/mo, S$ 8.4 psf, NEGO",16000,1904,8.4
99co,"245 Outram Road, 169046","S$ 11,800/mo, S$ 8.42 psf, 245 Outram Road, 169046",11800,1402,8.42
99co,"S$ 11,800/mo","S$ 11,800/mo, S$ 8.42 psf",11800,1401,8.42
SRX,Chancerlodge Complex,"Chancerlodge Complex, Food And Beverage •, 2,240 sqft",18888,2240,8.43
SRX,"2,240 sqft | $8.43 psf(Built)","2,240 sqft, $8.43 psf(Built), $18,888",18888,2240,8.43
99co,Geylang Bahru Ville,"S$ 3,800/mo, S$ 8.44 psf, Geylang Bahru Ville",3800,450,8.44
99co,"545 Orchard Road, 238882","S$ 6,900/mo, S$ 8.44 psf, Far East Shopping Centre",6900,818,8.44
99co,"S$ 3,800/mo","S$ 3,800/mo, S$ 8.44 psf",3800,450,8.44
99co,"S$ 6,900/mo","S$ 6,900/mo, S$ 8.44 psf",6900,817,8.44
EdgeProp,ROBINSON ROAD,"$27,000, ROBINSON ROAD, 3 Parks nearby",27000,3186,8.47
EdgeProp,THE HOUSE OF EDEN,"$27,900, THE HOUSE OF EDEN, 3 Bus Stops nearby",27900,3294,8.47
SRX,Victor Loh,"Queensway Tower / Queensway Shopping Centre, Built-2002, 248 sqft",2100,248,8.47
SRX,Commercial Unit,"Queensway Tower / Queensway Shopping Centre, Built-2002, 248 sqft",2100,248,8.47
SRX,Queensway Tower / Queensway Shopping Cen,"Queensway Tower / Queensway Shopping Centre, Built-2002, 248 sqft",2100,248,8.47
SRX,248 sqft | $8.47 psf(Built),"248 sqft, $8.47 psf(Built), $2,100",2100,248,8.47
EdgeProp,TAHIR BUILDING,"$57,700, TAHIR BUILDING, 6 MRT/LRTs Currently nearby",57700,6793,8.49
SRX,Food And Beverage •,"Kap, Food And Beverage •, 730 sqft",6200,730,8.49
SRX,730 sqft | $8.49 psf(Built),"730 sqft, $8.49 psf(Built), $6,200",6200,730,8.49
SRX,Dorsett Residences,"13d, Dorsett Residences, Food And Beverage •",22300,2626,8.49
SRX,"2,626 sqft | $8.49 psf(Built)","2,626 sqft, $8.49 psf(Built), $22,300",22300,2626,8.49
EdgeProp,ROBINSON ROAD,"$124,338, ROBINSON ROAD, 3 Parks nearby",124338,14628,8.5
EdgeProp,ROYAL GROUP BUILDING,"$13,600, ROYAL GROUP BUILDING, 5 MRT/LRTs Currently nearby",13600,1600,8.5
EdgeProp,ROBINSON ROAD,"$12,750, ROBINSON ROAD, 3 Parks nearby",12750,1500,8.5
EdgeProp,ROBINSON ROAD,"$95,157, ROBINSON ROAD, 13 Malls nearby",95157,11195,8.5
EdgeProp,ORCHARD PLAZA,"EXCLUSIVE, $2,108, ORCHARD PLAZA",2108,248,8.5
EdgeProp,Orchard Road,"EXCLUSIVE, $2,745, FAR EAST SHOPPING CENTRE",2745,323,8.5
EdgeProp,STARHUB CENTRE,"$3,842, STARHUB CENTRE, 18 Malls nearby",3842,452,8.5
99co,Siglap Centre,"S$ 1,462/mo, S$ 8.5 psf, Siglap Centre",1462,172,8.5
99co,"S$ 1,462/mo","S$ 1,462/mo, S$ 8.5 psf",1462,172,8.5
99co,Fook Hai Building,"S$ 8,500/mo, S$ 8.5 psf, Fook Hai Building",8500,1000,8.5
99co,"S$ 8,500/mo","S$ 8,500/mo, S$ 8.5 psf",8500,1000,8.5
99co,"145 Upper Paya Lebar Road, 534848","S$ 30,000/mo, S$ 8.51 psf, 145 Upper Paya Lebar Road, 534848",30000,3524,8.51
99co,"S$ 30,000/mo","S$ 30,000/mo, S$ 8.51 psf",30000,3525,8.51
EdgeProp,HONG LEONG BUILDING,"$30,800, HONG LEONG BUILDING, 3 Parks nearby",30800,3617,8.52
EdgeProp,HUB SYNERGY POINT,"EXCLUSIVE, $30,354, HUB SYNERGY POINT",30354,3560,8.53
EdgeProp,Orchard Road,"EXCLUSIVE, $7,200, FAR EAST SHOPPING CENTRE",7200,840,8.57
EdgeProp,Jeff TanKP,"$3,000, 215 ANG MO KIO AVENUE 1, 3 Malls nearby",3000,350,8.57
99co,"124 Tanjong Pagar Road, 088533","S$ 12,000/mo, S$ 8.57 psf, 124 Tanjong Pagar Road, 088533",12000,1400,8.57
99co,"S$ 12,000/mo","S$ 12,000/mo, S$ 8.57 psf",12000,1400,8.57
99co,Desker Road Conservation Area,"S$ 12,000/mo, S$ 8.57 psf, Desker Road Conservation Area",12000,1400,8.57
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, Kitchener Road, Food And Beverage ",12000,1400,8.57
SRX,Kitchener Road,"Kitchener Road, Food And Beverage •, 1,400 sqft",12000,1400,8.57
SRX,"1,400 sqft | $8.57 psf(Built)","1,400 sqft, $8.57 psf(Built), $12,000",12000,1400,8.57
99co,"87 Club Street, 069455","S$ 5,500/mo, S$ 8.58 psf, 87 Club Street, 069455",5500,641,8.58
99co,"S$ 5,500/mo","S$ 5,500/mo, S$ 8.58 psf",5500,641,8.58
SRX,Ansar Garden,"Ansar Garden, Food And Beverage •, 4,650 sqft",40000,4650,8.6
SRX,"4,650 sqft | $8.60 psf(Built)","4,650 sqft, $8.60 psf(Built), $40,000",40000,4650,8.6
EdgeProp,713 CLEMENTI WEST STREET 2,"$29,000, 713 CLEMENTI WEST STREET 2, 2 Parks nearby",29000,3358,8.64
99co,READY TO MOVE,"READY TO MOVE, S$ 29,000/mo, S$ 8.64 psf",29000,3358,8.64
99co,"S$ 29,000/mo","S$ 29,000/mo, S$ 8.64 psf, VIEW TO OFFER",29000,3356,8.64
SRX,Clementi West Street 2,"Clementi West Street 2, Food And Beverage •, 3,358 sqft",29000,3358,8.64
SRX,"3,358 sqft | $8.64 psf(Built)","3,358 sqft, $8.64 psf(Built), $29,000",29000,3358,8.64
EdgeProp,Freehold,"$3,000, KATONG SHOPPING CENTRE, 10 Malls nearby",3000,346,8.67
99co,Partially fitted,"S$ 3,000/mo, S$ 8.67 psf, Katong Shopping Centre",3000,346,8.67
99co,"S$ 3,000/mo","S$ 3,000/mo, S$ 8.67 psf",3000,346,8.67
SRX,Food And Beverage •,"Katong Shopping Centre, Food And Beverage •, 346 sqft",3000,346,8.67
SRX,Katong Shopping Centre,"Katong Shopping Centre, Food And Beverage •, 346 sqft",3000,346,8.67
SRX,346 sqft | $8.67 psf(Built),"346 sqft, $8.67 psf(Built), $3,000",3000,346,8.67
EdgeProp,ODEON TOWERS,"$20,000, ODEON TOWERS, 4 Bus Stops nearby",20000,2303,8.68
EdgeProp,ODEON TOWERS,"$10,800, ODEON TOWERS, 4 Parks nearby",10800,1238,8.72
99co,"83 Lorong 2 Toa Payoh, 310083","S$ 6,800/mo, S$ 8.72 psf, 83 Lorong 2 Toa Payoh, 310083",6800,780,8.72
99co,"S$ 6,800/mo","S$ 6,800/mo, S$ 8.72 psf",6800,779,8.72
EdgeProp,ONE-NORTH GATEWAY,"$3,850, ONE-NORTH GATEWAY, 3 Malls nearby",3850,441,8.73
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 3,850/mo",3850,441,8.73
99co,"S$ 3,850/mo","S$ 3,850/mo, S$ 8.73 psf",3850,441,8.73
99co,VIEW TO OFFER,"S$ 3,850/mo, S$ 8.73 psf, VIEW TO OFFER",3850,441,8.73
99co,Teck Whye Heights III,"S$ 6,300/mo, S$ 8.74 psf, Teck Whye Heights III",6300,721,8.74
99co,Teck Whye Heights III,"S$ 6,300/mo, S$ 8.75 psf, Teck Whye Heights III",6300,720,8.75
99co,"S$ 6,300/mo","S$ 6,300/mo, S$ 8.75 psf",6300,720,8.75
EdgeProp,OXLEY TOWER,"$1,700, OXLEY TOWER, Less than 30 mins to City Centre",1700,194,8.76
EdgeProp,CROWN AT ROBINSON,"$59,600, CROWN AT ROBINSON, 12 Malls nearby",59600,6793,8.77
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 3,500/mo",3500,398,8.79
99co,"S$ 3,500/mo","S$ 3,500/mo, S$ 8.79 psf",3500,398,8.79
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, 12d, Connexion",6820,775,8.8
SRX,Connexion,"12d, Connexion, Health Centre •",6820,775,8.8
SRX,775 sqft | $8.80 psf(Built),"775 sqft, $8.80 psf(Built), $6,820",6820,775,8.8
99co,READY TO MOVE,"READY TO MOVE, S$ 5,500/mo, S$ 8.81 psf",5500,624,8.81
99co,"S$ 5,500/mo","S$ 5,500/mo, S$ 8.81 psf, NEGO",5500,624,8.81
SRX,Vision Exchange,"Vision Exchange, Food And Beverage •, 420 sqft",3700,420,8.81
SRX,420 sqft | $8.81 psf(Built),"420 sqft, $8.81 psf(Built), $3,700",3700,420,8.81
EdgeProp,76 TRAS STREET,"EXCLUSIVE, $15,000, 76 TRAS STREET",15000,1700,8.82
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, Today, Yuan Ching Road",14000,1586,8.83
SRX,Today,"Today, Yuan Ching Road, Food And Beverage •",14000,1586,8.83
SRX,Yuan Ching Road,"Yuan Ching Road, Food And Beverage •, 1,586 sqft",14000,1586,8.83
SRX,"1,586 sqft | $8.83 psf(Built)","1,586 sqft, $8.83 psf(Built), $14,000",14000,1586,8.83
EdgeProp,THE RIVERWALK,"EXCLUSIVE, $2,000, THE RIVERWALK",2000,226,8.85
EdgeProp,51 LORONG 6 TOA PAYOH,"$4,000, 51 LORONG 6 TOA PAYOH, 1 MRT/LRT Currently nearby",4000,450,8.89
99co,READY TO MOVE,"READY TO MOVE, S$ 40,000/mo, S$ 8.89 psf",40000,4500,8.89
99co,"S$ 40,000/mo","S$ 40,000/mo, S$ 8.89 psf",40000,4499,8.89
SRX,Wis@changi,"Wis@changi, Food And Beverage •, 323 sqft",2888,323,8.94
SRX,323 sqft | $8.94 psf(Built),"323 sqft, $8.94 psf(Built), $2,888",2888,323,8.94
99co,AVAIL 01/08/26,"AVAIL 01/08/26, S$ 3,000/mo, S$ 8.98 psf",3000,334,8.98
99co,"S$ 3,000/mo","S$ 3,000/mo, S$ 8.98 psf",3000,334,8.98
EdgeProp,ODEON TOWERS,"$20,700, ODEON TOWERS, 4 Bus Stops nearby",20700,2303,8.99
99co,Lucky Plaza,"S$ 8,400/mo, S$ 8.99 psf, Lucky Plaza",8400,934,8.99
99co,"S$ 8,400/mo","S$ 8,400/mo, S$ 8.99 psf",8400,934,8.99
EdgeProp,One-North Gateway,"$9 PSF, 441 sqft, 99 years",3969,441,9.0
EdgeProp,Orchard Road,"$9 PSF, 840 sqft, 999 Years",7560,840,9.0
EdgeProp,Upper Circular Road,"$9 PSF, 226 sqft, 99 Years",2034,226,9.0
EdgeProp,ARAB STREET,"$6,344, ARAB STREET, 13 Malls nearby",6344,705,9.0
EdgeProp,999 YRS From 17/03/1828,"$9 PSF, 705 sqft, 999 YRS From 17/03/1828",6345,705,9.0
EdgeProp,Freehold,"$9 PSF, D15, 342 sqft",3078,342,9.0
EdgeProp,Freehold,"$9 PSF, D15, 346 sqft",3114,346,9.0
EdgeProp,$9 PSF,"$9 PSF, D20, 350 sqft",3150,350,9.0
EdgeProp,UNITED SQUARE,"$31,095, UNITED SQUARE, 5 Malls nearby",31095,3455,9.0
EdgeProp,Unknown,"$9 PSF, D11, 3,455 sqft",31095,3455,9.0
EdgeProp,ODEON 331,"$13,752, ODEON 331, 4 Parks nearby",13752,1528,9.0
EdgeProp,N Bridge Rd,"$9 PSF, 1,528 sqft, 999 Years",13752,1528,9.0
EdgeProp,UNITED SQUARE,"$49,887, UNITED SQUARE, 1 MRT/LRT Currently nearby",49887,5543,9.0
EdgeProp,Unknown,"$9 PSF, D11, 5,543 sqft",49887,5543,9.0
EdgeProp,UNITED SQUARE,"$85,833, UNITED SQUARE, 2 Bus Stops nearby",85833,9537,9.0
EdgeProp,Unknown,"$9 PSF, D11, 9,537 sqft",85833,9537,9.0
EdgeProp,Beach Road,"$9 PSF, 150 sqft, 99 years",1350,150,9.0
EdgeProp,Raffles Quay,"$9 PSF, 3,617 sqft, Raffles Quay",32553,3617,9.0
EdgeProp,ODEON TOWERS,"$30,708, ODEON TOWERS, 22 Malls nearby",30708,3412,9.0
EdgeProp,North Bridge Rd,"$9 PSF, 3,412 sqft, North Bridge Rd",30708,3412,9.0
EdgeProp,Robinson Road,"$9 PSF, 14,628 sqft, 99 years",131652,14628,9.0
EdgeProp,Freehold,"$9 PSF, 6,793 sqft, Freehold",61137,6793,9.0
EdgeProp,Robinson Road,"$9 PSF, 1,300 sqft, Robinson Road",11700,1300,9.0
EdgeProp,Phillip Street,"$9 PSF, 1,600 sqft, 999 years",14400,1600,9.0
EdgeProp,ODEON TOWERS,"$20,700, ODEON TOWERS, Less than 30 mins to City Centre",20700,2300,9.0
EdgeProp,North Bridge Rd,"$9 PSF, 2,300 sqft, North Bridge Rd",20700,2300,9.0
EdgeProp,ODEON TOWERS,"$13,500, ODEON TOWERS, 4 Parks nearby",13500,1500,9.0
EdgeProp,North Bridge Rd,"$9 PSF, 1,500 sqft, North Bridge Rd",13500,1500,9.0
EdgeProp,Robinson Road,"$9 PSF, 1,309 sqft, Robinson Road",11781,1309,9.0
EdgeProp,Robinson Road,"$9 PSF, 1,200 sqft, Robinson Road",10800,1200,9.0
EdgeProp,North Bridge Rd,"$9 PSF, 2,303 sqft, North Bridge Rd",20727,2303,9.0
EdgeProp,Phillip Street,"$9 PSF, 3,000 sqft, Phillip Street",27000,3000,9.0
EdgeProp,Phillip Street,"$9 PSF, 2,345 sqft, 999 years",21105,2345,9.0
EdgeProp,North Bridge Rd,"$9 PSF, 1,238 sqft, North Bridge Rd",11142,1238,9.0
EdgeProp,Robinson Road,"$9 PSF, 1,500 sqft, 99 years",13500,1500,9.0
EdgeProp,Robinson Road,"$9 PSF, 665 sqft, Robinson Road",5985,665,9.0
EdgeProp,Robinson Road,"$9 PSF, 11,195 sqft, 99 years",100755,11195,9.0
EdgeProp,SHENTON WAY,"$9 PSF, 1,645 sqft, 99 years",14805,1645,9.0
EdgeProp,Lorong 6 Toa Payoh,"$9 PSF, D12, 450 sqft",4050,450,9.0
EdgeProp,HUB SYNERGY POINT,"$24,012, HUB SYNERGY POINT, 0.1% below Project Avg",24012,2668,9.0
EdgeProp,Freehold,"$9 PSF, 2,668 sqft, Freehold",24012,2668,9.0
EdgeProp,Freehold,"$9 PSF, Built: 2016, 161 sqft",1449,161,9.0
EdgeProp,DBS FINANCE BUILDING,"$51,147, DBS FINANCE BUILDING, 4 Bus Stops nearby",51147,5683,9.0
EdgeProp,Freehold,"$9 PSF, 5,683 sqft, Freehold",51147,5683,9.0
EdgeProp,DBS FINANCE BUILDING,"$17,244, DBS FINANCE BUILDING, 3 Parks nearby",17244,1916,9.0
EdgeProp,Freehold,"$9 PSF, 1,916 sqft, Freehold",17244,1916,9.0
EdgeProp,DBS FINANCE BUILDING,"$11,628, DBS FINANCE BUILDING, Less than 30 mins to City Centre",11628,1292,9.0
EdgeProp,Freehold,"$9 PSF, 1,292 sqft, Freehold",11628,1292,9.0
EdgeProp,DBS FINANCE BUILDING,"$19,764, DBS FINANCE BUILDING, 4 Bus Stops nearby",19764,2196,9.0
EdgeProp,Freehold,"$9 PSF, 2,196 sqft, Freehold",19764,2196,9.0
EdgeProp,DBS FINANCE BUILDING,"$63,549, DBS FINANCE BUILDING, 14 Malls nearby",63549,7061,9.0
EdgeProp,Freehold,"$9 PSF, 7,061 sqft, Freehold",63549,7061,9.0
EdgeProp,DBS FINANCE BUILDING,"$11,241, DBS FINANCE BUILDING, Less than 30 mins to City Centre",11241,1249,9.0
EdgeProp,Freehold,"$9 PSF, 1,249 sqft, Freehold",11241,1249,9.0
EdgeProp,DBS FINANCE BUILDING,"$21,798, DBS FINANCE BUILDING, 3 Parks nearby",21798,2422,9.0
EdgeProp,Freehold,"$9 PSF, 2,422 sqft, Freehold",21798,2422,9.0
EdgeProp,DBS FINANCE BUILDING,"$29,349, DBS FINANCE BUILDING, 14 Malls nearby",29349,3261,9.0
EdgeProp,Freehold,"$9 PSF, 3,261 sqft, Freehold",29349,3261,9.0
EdgeProp,Freehold,"$9 PSF, 3,560 sqft, Freehold",32040,3560,9.0
EdgeProp,3 EVERTON PARK,"$3,149, 3 EVERTON PARK, 2 MRT/LRTs Currently nearby",3149,350,9.0
EdgeProp,Everton Park,"$9 PSF, 350 sqft, 99 years",3150,350,9.0
EdgeProp,HUB SYNERGY POINT,"$65,097, HUB SYNERGY POINT, Office",65097,7233,9.0
EdgeProp,Freehold,"$9 PSF, 7,233 sqft, Freehold",65097,7233,9.0
EdgeProp,Orchard Road,"$9 PSF, 248 sqft, 99 Years",2232,248,9.0
EdgeProp,Orchard Road,"$9 PSF, 323 sqft, 999 Years",2907,323,9.0
EdgeProp,70 ANSON ROAD,"$24,012, 70 ANSON ROAD, 3 MRT/LRTs Currently nearby",24012,2668,9.0
EdgeProp,Unknown,"$9 PSF, 452 sqft, Unknown",4068,452,9.0
EdgeProp,Freehold,"$9 PSF, 194 sqft, Freehold",1746,194,9.0
EdgeProp,Clementi West Street 2,"$9 PSF, 3,358 sqft, 99 years",30222,3358,9.0
EdgeProp,76 Tras Street,"$9 PSF, 1,700 sqft, 99 Years",15300,1700,9.0
99co,Siglap Centre,"S$ 2,421/mo, S$ 9 psf, Siglap Centre",2421,269,9.0
99co,Reservoir Village,"S$ 2,700/mo, S$ 9 psf, Reservoir Village",2700,300,9.0
SRX,Bukit Merah Lane 1,"10d, Bukit Merah Lane 1, Retail •",2700,300,9.0
SRX,300 sqft | $9.00 psf(Built),"300 sqft, $9.00 psf(Built), $2,700",2700,300,9.0
EdgeProp,THE HOUSE OF EDEN,"$6,000, THE HOUSE OF EDEN, 5 MRT/LRTs Currently nearby",6000,665,9.02
99co,Blair Plain Conservation Area,"S$ 50,000/mo, S$ 9.09 psf, Blair Plain Conservation Area",50000,5500,9.09
99co,"S$ 50,000/mo","S$ 50,000/mo, S$ 9.09 psf",50000,5500,9.09
99co,NEGO,"S$ 50,000/mo, S$ 9.09 psf, NEGO",50000,5500,9.09
99co,"402 Upper East Coast Road, 466482","S$ 10,000/mo, S$ 9.09 psf, 402 Upper East Coast Road, 466482",10000,1100,9.09
99co,"S$ 10,000/mo","S$ 10,000/mo, S$ 9.09 psf",10000,1100,9.09
99co,Petain Road/Tyrwhitt Road Conservation A,"S$ 10,000/mo, S$ 9.09 psf, Petain Road/Tyrwhitt Road Conservation Area",10000,1100,9.09
99co,READY TO MOVE,"READY TO MOVE, S$ 18,173/mo, S$ 9.1 psf",18173,1997,9.1
99co,"S$ 18,173/mo","S$ 18,173/mo, S$ 9.1 psf",18173,1997,9.1
99co,"100 Tyrwhitt Road, 207542","S$ 5,000/mo, S$ 9.11 psf, 100 Tyrwhitt Road, 207542",5000,549,9.11
99co,"S$ 5,000/mo","S$ 5,000/mo, S$ 9.11 psf",5000,548,9.11
99co,Enquire on multiple listings at once,"Faster enquiries, S$ 18,188/mo, S$ 9.11 psf",18188,1997,9.11
99co,"S$ 18,188/mo","S$ 18,188/mo, S$ 9.11 psf",18188,1996,9.11
SRX,Today,"Today, Jalan Besar Stadium, Retail •",5000,549,9.11
SRX,Jalan Besar Stadium,"Jalan Besar Stadium, Retail •, 549 sqft",5000,549,9.11
SRX,549 sqft | $9.11 psf(Built),"549 sqft, $9.11 psf(Built), $5,000",5000,549,9.11
99co,"124 Hougang Avenue 1, 530124","S$ 6,600/mo, S$ 9.15 psf, 124 Hougang Avenue 1, 530124",6600,721,9.15
99co,"S$ 6,600/mo","S$ 6,600/mo, S$ 9.15 psf",6600,721,9.15
99co,"166 Bukit Batok West Avenue 8, 650166","S$ 7,800/mo, S$ 9.18 psf, 166 Bukit Batok West Avenue 8, 650166",7800,850,9.18
99co,"S$ 7,800/mo","S$ 7,800/mo, S$ 9.18 psf",7800,849,9.18
EdgeProp,SIF BUILDING,"$12,040, SIF BUILDING, Less than 30 mins to City Centre",12040,1309,9.2
EdgeProp,SIF BUILDING,"$11,040, SIF BUILDING, Less than 30 mins to City Centre",11040,1200,9.2
EdgeProp,SIF BUILDING,"$12,042, SIF BUILDING, 2 Parks nearby",12042,1309,9.2
99co,READY TO MOVE,"READY TO MOVE, S$ 13,800/mo, S$ 9.2 psf",13800,1500,9.2
99co,"S$ 13,800/mo","S$ 13,800/mo, S$ 9.2 psf",13800,1500,9.2
SRX,The Interlace,"11d, The Interlace, Retail • Built-2013",1750,190,9.21
SRX,190 sqft | $9.21 psf(Built),"190 sqft, $9.21 psf(Built), $1,750",1750,190,9.21
99co,READY TO MOVE,"READY TO MOVE, S$ 6,000/mo, S$ 9.23 psf",6000,650,9.23
99co,"S$ 6,000/mo","S$ 6,000/mo, S$ 9.23 psf",6000,650,9.23
EdgeProp,THE PLAZA,"$1,388, THE PLAZA, Less than 30 mins to City Centre",1388,150,9.25
EdgeProp,SIF BUILDING,"$12,040, SIF BUILDING, Less than 30 mins to City Centre",12040,1300,9.26
SRX,Vision Exchange,"Vision Exchange, Food And Beverage •, 840 sqft",7783,840,9.27
SRX,840 sqft | $9.27 psf(Built),"840 sqft, $9.27 psf(Built), $7,783",7783,840,9.27
99co,"166 Bukit Batok West Avenue 8, 650166","S$ 7,888/mo, S$ 9.28 psf, 166 Bukit Batok West Avenue 8, 650166",7888,850,9.28
99co,"S$ 7,888/mo","S$ 7,888/mo, S$ 9.28 psf",7888,850,9.28
99co,Sunshine Plaza,"S$ 2,100/mo, S$ 9.29 psf, Sunshine Plaza",2100,226,9.29
99co,"S$ 2,100/mo","S$ 2,100/mo, S$ 9.29 psf",2100,226,9.29
EdgeProp,OXLEY TOWER,"EXCLUSIVE, $1,500, OXLEY TOWER",1500,161,9.32
EdgeProp,ROYAL BUILDING (FORMERLY ONE PHILIP ST),"$28,000, ROYAL BUILDING (FORMERLY ONE PHILIP ST), 4 Parks nearby",28000,3000,9.33
99co,Chan Brothers Building,"S$ 14,000/mo, S$ 9.33 psf, Chan Brothers Building",14000,1500,9.33
99co,"S$ 14,000/mo","S$ 14,000/mo, S$ 9.33 psf",14000,1500,9.33
EdgeProp,Freehold,"$3,200, KATONG SHOPPING CENTRE, 10 Malls nearby",3200,342,9.36
EdgeProp,ROYAL GROUP BUILDING,"$15,000, ROYAL GROUP BUILDING, Less than 30 mins to City Centre",15000,1600,9.38
EdgeProp,ROYAL GROUP BUILDING,"$22,000, ROYAL GROUP BUILDING, 15 Malls nearby",22000,2345,9.38
99co,"19 Neil Road, 088813","S$ 12,000/mo, S$ 9.38 psf, 19 Neil Road, 088813",12000,1280,9.38
99co,"S$ 12,000/mo","S$ 12,000/mo, S$ 9.38 psf",12000,1279,9.38
99co,"465 Crawford Lane, 190465","S$ 9,800/mo, S$ 9.38 psf, 465 Crawford Lane, 190465",9800,1045,9.38
99co,"S$ 9,800/mo","S$ 9,800/mo, S$ 9.38 psf",9800,1044,9.38
99co,"130 Beach Road, 189774","S$ 16,000/mo, S$ 9.41 psf, 130 Beach Road, 189774",16000,1700,9.41
99co,"S$ 16,000/mo","S$ 16,000/mo, S$ 9.41 psf",16000,1700,9.41
SRX,Dorsett Residences,"12d, Dorsett Residences, Food And Beverage •",14700,1561,9.42
SRX,"1,561 sqft | $9.42 psf(Built)","1,561 sqft, $9.42 psf(Built), $14,700",14700,1561,9.42
99co,J Connect,"S$ 2,500/mo, S$ 9.43 psf, J Connect",2500,265,9.43
99co,"S$ 2,500/mo","S$ 2,500/mo, S$ 9.43 psf",2500,265,9.43
99co,"501 West Coast Drive, 120501","S$ 7,000/mo, S$ 9.43 psf, 501 West Coast Drive, 120501",7000,742,9.43
99co,"S$ 7,000/mo","S$ 7,000/mo, S$ 9.43 psf",7000,742,9.43
99co,Springvale,"S$ 19,888/mo, S$ 9.47 psf, Springvale",19888,2100,9.47
99co,"S$ 19,888/mo","S$ 19,888/mo, S$ 9.47 psf",19888,2100,9.47
EdgeProp,SGX CENTRE II,"$15,600, SGX CENTRE II, 7 MRT/LRTs Currently nearby",15600,1645,9.48
99co,The Golden Landmark,"S$ 3,260/mo, S$ 9.48 psf, The Golden Landmark",3260,344,9.48
99co,"S$ 3,260/mo","S$ 3,260/mo, S$ 9.48 psf",3260,343,9.48
EdgeProp,ROYAL BUILDING (FORMERLY ONE PHILIP ST),"$9,500, ROYAL BUILDING (FORMERLY ONE PHILIP ST), 4 Parks nearby",9500,1000,9.5
EdgeProp,ROYAL GROUP BUILDING,"$12,274, ROYAL GROUP BUILDING, Less than 30 mins to City Centre",12274,1292,9.5
EdgeProp,ROYAL BUILDING (FORMERLY ONE PHILIP ST),"$28,224, ROYAL BUILDING (FORMERLY ONE PHILIP ST), 15 Malls nearby",28224,2971,9.5
EdgeProp,DORSETT RESIDENCES,"$25,870, DORSETT RESIDENCES, Less than 30 mins to City Centre",25870,2723,9.5
EdgeProp,DORSETT RESIDENCES,"$14,830, DORSETT RESIDENCES, 8 Malls nearby",14830,1561,9.5
EdgeProp,BEDOK MARKET PLACE,"EXCLUSIVE, $8,996, BEDOK MARKET PLACE",8996,947,9.5
EdgeProp,ORCHARD PLAZA,"EXCLUSIVE, $3,686, ORCHARD PLAZA",3686,388,9.5
99co,"S$ 8,996/mo","S$ 8,996/mo, S$ 9.5 psf",8996,946,9.5
99co,"S$ 3,686/mo","S$ 3,686/mo, S$ 9.5 psf",3686,388,9.5
99co,AVAIL 01/11/26,"AVAIL 01/11/26, S$ 25,870/mo, S$ 9.5 psf",25870,2723,9.5
99co,"S$ 25,870/mo","S$ 25,870/mo, S$ 9.5 psf, VIEW TO OFFER",25870,2723,9.5
SRX,Desker Road Conservation Area,"Desker Road Conservation Area, Food And Beverage •, 1,000 sqft",9500,1000,9.5
SRX,"1,000 sqft | $9.50 psf(Built)","1,000 sqft, $9.50 psf(Built), $9,500",9500,1000,9.5
SRX,Cuppage Plaza,"15d, Cuppage Plaza, 282 sqft",2679,282,9.5
SRX,282 sqft | $9.50 psf(Built),"282 sqft, $9.50 psf(Built), $2,679",2679,282,9.5
99co,VIEW TO OFFER,"S$ 4,000/mo, S$ 9.52 psf, VIEW TO OFFER",4000,420,9.52
99co,"S$ 4,000/mo","S$ 4,000/mo, S$ 9.52 psf, VIEW TO OFFER",4000,420,9.52
SRX,Ascent @ 456,"15d, Ascent @ 456, 420 sqft",4000,420,9.52
SRX,420 sqft | $9.52 psf(Built),"420 sqft, $9.52 psf(Built), $4,000",4000,420,9.52
99co,TE 26,"S$ 3,300/mo, S$ 9.54 psf, Katong Shopping Centre",3300,346,9.54
99co,"S$ 3,300/mo","S$ 3,300/mo, S$ 9.54 psf",3300,345,9.54
SRX,Jasmine Quek Meijun (GUO MEIJUN),"Katong Shopping Centre, Retail •, 346 sqft",3300,346,9.54
SRX,Commercial Unit,"Katong Shopping Centre, Retail •, 346 sqft",3300,346,9.54
SRX,Katong Shopping Centre,"Katong Shopping Centre, Retail •, 346 sqft",3300,346,9.54
SRX,346 sqft | $9.54 psf(Built),"346 sqft, $9.54 psf(Built), $3,300",3300,346,9.54
99co,VIEW TO OFFER,"S$ 2,400/mo, S$ 9.6 psf, VIEW TO OFFER",2400,250,9.6
